0.17851,0.39834,0.6398,0.88198,1.1203,1.3524,1.5759,1.789,1.9897,2.1763,2.3472,2.5012,2.6375,2.7561,2.8574,2.9426,3.0133,3.0714,3.119,3.1575,3.1879,3.2099,3.2222,3.2224,3.207,3.1723,3.1143,3.0295,2.9149,2.769,2.5915,2.3834,2.1474,1.8877,1.61,1.3212,1.0297,0.7454,0.47989,0.24872,0.081098
0.16763,0.37408,0.60083,0.82827,1.0522,1.2701,1.4802,1.6805,1.8694,2.0451,2.2062,2.3518,2.481,2.5939,2.6908,2.7728,2.8414,2.8986,2.9459,2.985,3.0165,3.0402,3.0548,3.0579,3.0462,3.016,2.9635,2.8852,2.7783,2.6412,2.4736,2.2763,2.0521,1.8048,1.54,1.2642,0.98565,0.71366,0.45954,0.2382,0.077673
0.15722,0.35085,0.56351,0.77682,0.9868,1.1912,1.3883,1.5763,1.7537,1.9188,2.0704,2.2076,2.3298,2.4368,2.5291,2.6077,2.674,2.7297,2.7765,2.8156,2.8478,2.8728,2.8892,2.8948,2.8864,2.8604,2.813,2.7409,2.6415,2.513,2.3551,2.1686,1.9561,1.7213,1.4693,1.2067,0.94109,0.68157,0.43896,0.22756,0.074209
0.14728,0.32865,0.52786,0.72765,0.92433,1.1158,1.3004,1.4766,1.6428,1.7976,1.94,2.069,2.1841,2.2852,2.3728,2.4478,2.5115,2.5655,2.6113,2.6501,2.6826,2.7084,2.7263,2.7339,2.7284,2.7061,2.6635,2.5973,2.505,2.3849,2.2366,2.0608,1.8599,1.6375,1.3984,1.1489,0.89628,0.64928,0.41825,0.21685,0.07072
0.1378,0.3075,0.49387,0.68077,0.86474,1.0438,1.2165,1.3813,1.5368,1.6817,1.8151,1.9361,2.0442,2.1395,2.2223,2.2935,2.3543,2.4063,2.4509,2.4891,2.5214,2.5477,2.5665,2.5759,2.5728,2.5539,2.5157,2.4552,2.3697,2.2577,2.1186,1.9534,1.7639,1.5537,1.3275,1.091,0.85142,0.61695,0.39749,0.20612,0.067224
0.12878,0.28737,0.46153,0.63616,0.80802,0.9753,1.1366,1.2904,1.4357,1.5711,1.6958,1.809,1.9104,1.9998,2.0778,2.1451,2.203,2.2528,2.2957,2.333,2.3649,2.3912,2.4108,2.4214,2.4204,2.4045,2.3704,2.3151,2.2361,2.1319,2.0019,1.8468,1.6686,1.4705,1.2569,1.0334,0.80673,0.58471,0.3768,0.19541,0.063736
0.12022,0.26826,0.43081,0.59378,0.75412,0.91017,1.0606,1.2041,1.3395,1.4658,1.5821,1.6878,1.7826,1.8663,1.9395,2.0029,2.0577,2.1051,2.1463,2.1823,2.2135,2.2396,2.2594,2.271,2.2717,2.2584,2.2281,2.1776,2.1048,2.008,1.8868,1.7416,1.5744,1.3882,1.1871,0.97635,0.76241,0.55273,0.35625,0.18478,0.060272
0.1121,0.25013,0.40167,0.55358,0.703,0.84838,0.98845,1.1221,1.2482,1.3658,1.4741,1.5725,1.6608,1.739,1.8075,1.867,1.9186,1.9635,2.0028,2.0373,2.0676,2.0932,2.113,2.1253,2.1273,2.1164,2.0893,2.0434,1.9764,1.8867,1.7738,1.6383,1.4818,1.3071,1.1182,0.92004,0.71866,0.52114,0.33595,0.17427,0.056848
0.10441,0.23296,0.37408,0.51551,0.65459,0.78985,0.92013,1.0444,1.1616,1.2709,1.3715,1.4631,1.5452,1.618,1.6819,1.7375,1.7859,1.8282,1.8654,1.8984,1.9275,1.9523,1.9719,1.9845,1.9877,1.9787,1.9546,1.9129,1.8513,1.7683,1.6635,1.5372,1.3911,1.2276,1.0506,0.86475,0.67567,0.49008,0.31599,0.16393,0.05348
0.097136,0.21673,0.34799,0.4795,0.60879,0.73449,0.8555,0.97085,1.0796,1.181,1.2744,1.3593,1.4356,1.5032,1.5626,1.6144,1.6597,1.6993,1.7344,1.7656,1.7934,1.8173,1.8365,1.8492,1.8531,1.8458,1.8244,1.7865,1.7299,1.6534,1.5562,1.4388,1.3026,1.1501,0.98462,0.81069,0.63361,0.45968,0.29644,0.15381,0.05018
0.090265,0.20139,0.32334,0.44549,0.56553,0.68219,0.79444,0.90139,1.0022,1.0961,1.1826,1.2613,1.3318,1.3945,1.4495,1.4977,1.5398,1.5768,1.6097,1.6391,1.6654,1.6883,1.7068,1.7194,1.7239,1.718,1.699,1.6646,1.6128,1.5422,1.4522,1.3433,1.2167,1.0747,0.92041,0.75807,0.59264,0.43005,0.27738,0.14394,0.046961
0.083781,0.18692,0.30008,0.41339,0.52471,0.63284,0.73683,0.83585,0.92914,1.016,1.096,1.1686,1.2338,1.2917,1.3427,1.3872,1.4263,1.4607,1.4914,1.519,1.5437,1.5654,1.5832,1.5955,1.6004,1.5956,1.5787,1.5475,1.5,1.435,1.352,1.2511,1.1337,1.0017,0.85822,0.70706,0.5529,0.4013,0.25887,0.13435,0.043835
0.077668,0.17327,0.27815,0.38314,0.48623,0.58632,0.68253,0.77408,0.86028,0.9405,1.0143,1.0813,1.1414,1.1948,1.2418,1.2829,1.319,1.3509,1.3794,1.4051,1.4283,1.4487,1.4656,1.4774,1.4825,1.4787,1.4637,1.4353,1.3919,1.3322,1.2556,1.1624,1.0537,0.93138,0.79822,0.65781,0.51452,0.37351,0.24098,0.12508,0.040812
0.071909,0.16042,0.25749,0.35464,0.44999,0.54252,0.63141,0.71593,0.79545,0.86941,0.93738,0.99908,1.0544,1.1035,1.1467,1.1846,1.2178,1.2472,1.2736,1.2974,1.319,1.3381,1.354,1.3654,1.3705,1.3674,1.354,1.3283,1.2886,1.2338,1.1634,1.0774,0.977,0.86385,0.74057,0.61046,0.47759,0.34676,0.22376,0.11615,0.0379
0.066489,0.14832,0.23805,0.32782,0.4159,0.50131,0.58332,0.66124,0.73449,0.80257,0.86508,0.92178,0.9726,1.0177,1.0573,1.092,1.1225,1.1496,1.1739,1.1959,1.2159,1.2337,1.2485,1.2593,1.2644,1.2619,1.2499,1.2266,1.1903,1.1401,1.0754,0.99625,0.90367,0.79926,0.68537,0.56509,0.44219,0.32111,0.20723,0.10758,0.035106
0.061392,0.13694,0.21977,0.30261,0.38384,0.46258,0.53812,0.60985,0.67722,0.73978,0.79717,0.84918,0.89576,0.93702,0.9733,1.0051,1.033,1.0578,1.08,1.1003,1.1187,1.1352,1.149,1.1591,1.164,1.162,1.1513,1.1301,1.097,1.0511,0.99167,0.91899,0.83383,0.73767,0.63272,0.5218,0.40838,0.29661,0.19144,0.099389,0.032434
0.056601,0.12625,0.20259,0.27892,0.35373,0.42621,0.49569,0.56161,0.62347,0.68086,0.73346,0.78108,0.82367,0.86138,0.89451,0.92351,0.949,0.97161,0.99196,1.0105,1.0274,1.0426,1.0553,1.0647,1.0694,1.0677,1.0581,1.0389,1.0088,0.96673,0.91234,0.84569,0.76751,0.67917,0.58266,0.48061,0.37621,0.27328,0.1764,0.091588,0.02989
0.052102,0.11621,0.18646,0.25668,0.32547,0.39207,0.45587,0.51635,0.57306,0.62562,0.67374,0.71725,0.75613,0.79052,0.82069,0.84709,0.87028,0.89085,0.90938,0.92628,0.94174,0.95561,0.96734,0.97602,0.98039,0.97901,0.97034,0.9529,0.92545,0.88708,0.83736,0.77637,0.70475,0.62376,0.53523,0.44156,0.34569,0.25114,0.16213,0.084183,0.027474
0.047879,0.10678,0.17133,0.23581,0.29895,0.36005,0.41854,0.47394,0.52583,0.57388,0.61781,0.6575,0.69292,0.7242,0.75161,0.77558,0.79662,0.81527,0.83208,0.84743,0.8615,0.87414,0.88485,0.89281,0.89687,0.89569,0.88786,0.87203,0.84705,0.81208,0.76671,0.71099,0.64552,0.57144,0.49042,0.40465,0.31684,0.23021,0.14863,0.077176,0.025188
0.043919,0.097948,0.15713,0.21624,0.2741,0.33004,0.38356,0.43421,0.48161,0.52545,0.56549,0.60161,0.6338,0.6622,0.68705,0.70875,0.72778,0.74464,0.75984,0.77373,0.78647,0.79793,0.80767,0.81492,0.81864,0.81761,0.81053,0.79616,0.77345,0.74163,0.7003,0.64951,0.58979,0.52219,0.44821,0.36987,0.28964,0.21047,0.13589,0.070566,0.023031
0.040207,0.089665,0.14383,0.19791,0.25082,0.30195,0.35082,0.39704,0.44024,0.48016,0.51657,0.54938,0.57858,0.60429,0.62677,0.64636,0.66352,0.67872,0.69241,0.70493,0.71642,0.72678,0.73558,0.74215,0.74553,0.7446,0.73818,0.72515,0.70453,0.67561,0.63803,0.59183,0.53749,0.47594,0.40856,0.33719,0.26408,0.1919,0.12391,0.064349,0.021003
0.03673,0.081908,0.13138,0.18075,0.22903,0.27566,0.32019,0.36227,0.40157,0.43784,0.47088,0.50061,0.52704,0.55027,0.57054,0.58819,0.60362,0.61728,0.62957,0.64081,0.65113,0.66044,0.66837,0.67428,0.67731,0.67645,0.67063,0.65881,0.64011,0.61389,0.57979,0.53786,0.48853,0.43262,0.37142,0.30656,0.24011,0.1745,0.11268,0.058517,0.0191
0.033477,0.074649,0.11972,0.1647,0.20865,0.25107,0.29157,0.32979,0.36546,0.39833,0.42825,0.45513,0.47898,0.49991,0.51815,0.534,0.54784,0.56006,0.57106,0.58112,0.59036,0.59869,0.60579,0.61108,0.61378,0.61297,0.60768,0.59698,0.58005,0.55631,0.52544,0.48748,0.4428,0.39216,0.3367,0.27793,0.21769,0.15822,0.10217,0.053062,0.017319
0.030434,0.067862,0.10883,0.14969,0.1896,0.22811,0.26483,0.29947,0.33175,0.36148,0.38849,0.41273,0.43421,0.45303,0.46939,0.48358,0.49595,0.50686,0.51667,0.52563,0.53387,0.54129,0.54762,0.55233,0.55471,0.55394,0.54913,0.53945,0.52415,0.50271,0.47483,0.44054,0.40018,0.35444,0.30433,0.25123,0.19679,0.14303,0.092367,0.047971,0.015658
0.027591,0.06152,0.09865,0.13567,0.17182,0.20667,0.23988,0.27118,0.30033,0.32713,0.35146,0.37326,0.39254,0.40941,0.42405,0.43672,0.44774,0.45744,0.46616,0.47412,0.48143,0.48802,0.49363,0.4978,0.49988,0.49914,0.49477,0.48602,0.47223,0.45291,0.4278,0.39691,0.36056,0.31936,0.27422,0.22638,0.17733,0.12889,0.08324,0.043232,0.014111
0.024938,0.055601,0.089151,0.12259,0.15523,0.18667,0.21663,0.24483,0.27106,0.29516,0.31701,0.33655,0.35381,0.36888,0.38193,0.39321,0.40299,0.4116,0.41932,0.42635,0.43282,0.43865,0.4436,0.44726,0.44907,0.44835,0.44439,0.4365,0.42409,0.40673,0.38418,0.35644,0.3238,0.2868,0.24628,0.20331,0.15927,0.11577,0.074764,0.03883,0.012674
